lemma,length,suffix_2,suffix_3,suffix_4,prefix_2,prefix_3,prefix_4,projection_x,projection_y,article
smartphone,10,ne,one,hone,sm,sma,smar,8.316828,10.691709,de
inhoud,6,ud,oud,houd,in,inh,inho,12.442906,12.068812,de
midden,6,en,den,dden,mi,mid,midd,9.603559,7.998436,het
toekomst,8,st,mst,omst,to,toe,toek,11.131087,10.079059,de
hoofdstroom,11,om,oom,room,ho,hoo,hoof,10.432657,8.201014,de
VRdocumentaires,15,es,res,ires,vr,vrd,vrdo,13.571177,7.6051517,de
top,3,op,top,top,to,top,top,9.791372,8.671214,both
beslissing,10,ng,ing,sing,be,bes,besl,11.486051,14.257695,de
AV-receivers,12,rs,ers,vers,av,av-,av-r,9.1058235,10.730464,de
concurrentie,12,ie,tie,ntie,co,con,conc,6.1113687,9.774748,de
heden,5,en,den,eden,he,hed,hede,12.663652,8.87533,het
audiotechnologie,16,ie,gie,ogie,au,aud,audi,15.932085,12.587114,de
commentaarsectie,16,ie,tie,ctie,co,com,comm,12.107418,11.022148,de
verkleuring,11,ng,ing,ring,ve,ver,verk,10.603075,17.31019,de
oudheid,7,id,eid,heid,ou,oud,oudh,14.218034,10.280497,de
kleur,5,ur,eur,leur,kl,kle,kleu,10.591443,17.317085,both
degradatieproces,16,es,ces,oces,de,deg,degr,10.833121,9.134924,het
onderzoeker,11,er,ker,eker,on,ond,onde,7.560395,11.432472,de
schilderij,10,ij,rij,erij,sc,sch,schi,13.617148,12.22159,both
wetenschapper,13,er,per,pper,we,wet,wete,9.43309,6.6771793,de
vervaging,9,ng,ing,ging,ve,ver,verv,10.899447,9.10133,de
halfgeleidermateriaal,21,al,aal,iaal,ha,hal,half,10.254826,6.7960978,het
lucht,5,ht,cht,ucht,lu,luc,luch,9.024863,4.6747994,both
olie,4,ie,lie,olie,ol,oli,olie,7.663463,3.660775,de
verf,4,rf,erf,verf,ve,ver,verf,13.582447,12.185062,de
tussenproduct,13,ct,uct,duct,tu,tus,tuss,8.49508,11.483474,het
toptijdtijdschrift,18,ft,ift,rift,to,top,topt,12.349713,12.291048,het
vondst,6,st,dst,ndst,vo,von,vond,10.907094,8.728684,de
expeditie,9,ie,tie,itie,ex,exp,expe,9.214564,8.416501,de
minister,8,er,ter,ster,mi,min,mini,10.344707,13.323176,de
persoonsgegeven,15,en,ven,even,pe,per,pers,12.219246,10.312415,de
uitdaging,9,ng,ing,ging,ui,uit,uitd,10.971846,9.852836,de
zijkant,7,nt,ant,kant,zi,zij,zijk,10.369877,7.8945255,de
pruik,5,ik,uik,ruik,pr,pru,prui,12.626202,7.5846906,de
schouder,8,er,der,uder,sc,sch,scho,10.697324,7.1862106,de
bo,2,bo,bo,bo,bo,bo,bo,13.021934,8.313878,de
haar,4,ar,aar,haar,ha,haa,haar,10.770332,17.021557,both
functie,7,ie,tie,ctie,fu,fun,func,10.249953,10.406096,de
rest,4,st,est,rest,re,res,rest,7.094226,7.1570463,de
ftp,3,tp,ftp,ftp,ft,ftp,ftp,13.408823,7.890872,de
code,4,de,ode,code,co,cod,code,9.543785,10.964512,de
aard,4,rd,ard,aard,aa,aar,aard,11.567059,9.606404,de
relatie,7,ie,tie,atie,re,rel,rela,11.354094,10.790982,de
universum,9,um,sum,rsum,un,uni,univ,9.720099,6.6568913,both
waarheid,8,id,eid,heid,wa,waa,waar,11.990885,10.441769,de
aanblik,7,ik,lik,blik,aa,aan,aanb,11.724488,9.527848,de
kosmos,6,os,mos,smos,ko,kos,kosm,9.678679,6.566685,de
beker,5,er,ker,eker,be,bek,beke,12.299673,7.3350773,de
bron,4,on,ron,bron,br,bro,bron,10.317852,7.7755523,de
licht,5,ht,cht,icht,li,lic,lich,9.965193,5.495794,both
oog,3,og,oog,oog,oo,oog,oog,10.176935,5.858101,both
heelal,6,al,lal,elal,he,hee,heel,9.665105,7.1315675,het
hardheid,8,id,eid,heid,ha,har,hard,11.752508,8.800726,de
leven,5,en,ven,even,le,lev,leve,7.420032,8.0219145,both
mythologie,10,ie,gie,ogie,my,myt,myth,13.837688,9.989962,de
eind,4,nd,ind,eind,ei,ein,eind,9.662139,9.571184,both
rand,4,nd,and,rand,ra,ran,rand,12.454699,7.7461634,both
melkweg,7,eg,weg,kweg,me,mel,melk,9.917169,5.949247,de
vindingrijkheid,15,id,eid,heid,vi,vin,vind,11.406004,10.606337,de
gang,4,ng,ang,gang,ga,gan,gang,11.046582,12.054035,de
probleem,8,em,eem,leem,pr,pro,prob,11.68937,9.739453,both
moment,6,nt,ent,ment,mo,mom,mome,11.99335,9.17065,both
weg,3,eg,weg,weg,we,weg,weg,10.321894,8.897806,both
opening,7,ng,ing,ning,op,ope,open,14.589716,11.463264,de
medaille,8,le,lle,ille,me,med,meda,12.69194,8.909536,de
zuidpool,8,ol,ool,pool,zu,zui,zuid,11.041357,4.018178,de
noordpool,9,ol,ool,pool,no,noo,noor,11.530864,7.020109,de
macht,5,ht,cht,acht,ma,mac,mach,10.500774,9.646226,de
straatgoot,10,ot,oot,goot,st,str,stra,8.256719,8.164441,de
doosvrucht,10,ht,cht,ucht,do,doo,doos,11.814271,6.1776533,de
wind,4,nd,ind,wind,wi,win,wind,9.393496,4.8818283,de
raam,4,am,aam,raam,ra,raa,raam,8.970025,8.184195,both
pluis,5,is,uis,luis,pl,plu,plui,12.329343,7.1671596,de
plaats,6,ts,ats,aats,pl,pla,plaa,8.881544,7.7950826,both
populier,8,er,ier,lier,po,pop,popu,11.821432,6.835096,de
das,3,as,das,das,da,das,das,13.012831,7.9689336,de
bioscoop,8,op,oop,coop,bi,bio,bios,9.28953,6.038044,de
muziek,6,ek,iek,ziek,mu,muz,muzi,15.405007,11.977604,both
bank,4,nk,ank,bank,ba,ban,bank,8.18975,13.233271,both
trailer,7,er,ler,iler,tr,tra,trai,6.380801,8.663121,de
kerststal,9,al,tal,stal,ke,ker,kers,4.5271335,6.5764656,de
gemeente,8,te,nte,ente,ge,gem,geme,14.415197,9.669702,de
mate,4,te,ate,mate,ma,mat,mate,13.235171,9.211625,de
samenleving,11,ng,ing,ving,sa,sam,same,11.350373,11.089236,de
gezin,5,in,zin,ezin,ge,gez,gezi,6.4592676,4.805487,both
overzicht,9,ht,cht,icht,ov,ove,over,11.072965,10.327872,both
kennisdelingsprogramma,22,ma,mma,amma,ke,ken,kenn,12.030863,13.244607,het
consequentie,12,ie,tie,ntie,co,con,cons,11.025316,10.0982,both
scheiding,9,ng,ing,ding,sc,sch,sche,15.092736,8.980269,de
buitenland,10,nd,and,land,bu,bui,buit,9.11783,8.227793,het
welkomstpakket,14,et,ket,kket,we,wel,welk,13.165158,9.971076,het
team,4,am,eam,team,te,tea,team,5.837188,10.517108,both
€,1,€,€,€,€,€,€,8.274788,13.229705,de
college,7,ge,ege,lege,co,col,coll,6.732772,11.899945,both
gevel,5,el,vel,evel,ge,gev,geve,13.00664,7.8170257,de
pand,4,nd,and,pand,pa,pan,pand,12.9201355,7.134474,het
rechtbank,9,nk,ank,bank,re,rec,rech,11.277973,12.179177,de
proces-verbaal,14,al,aal,baal,pr,pro,proc,9.753497,10.257418,het
Afdeling,8,ng,ing,ling,af,afd,afde,10.095297,12.657129,de
zaak,4,ak,aak,zaak,za,zaa,zaak,13.185954,6.849606,de
orde,4,de,rde,orde,or,ord,orde,10.538036,11.244512,de
gelegenheid,11,id,eid,heid,ge,gel,gele,11.902355,9.957818,de
geding,6,ng,ing,ding,ge,ged,gedi,12.471472,7.5320363,het
onderzoek,9,ek,oek,zoek,on,ond,onde,7.5628357,11.442249,het
apv,3,pv,apv,apv,ap,apv,apv,13.2908125,7.9925175,de
rechthebbend,12,nd,end,bend,re,rec,rech,11.829806,10.232413,de
hoofdgebruiker,14,er,ker,iker,ho,hoo,hoof,9.30781,11.191353,de
uitoefening,11,ng,ing,ning,ui,uit,uito,6.659648,10.692563,de
bevoegdheid,11,id,eid,heid,be,bev,bevo,10.66005,10.785496,de
welstandscommissie,18,ie,sie,ssie,we,wel,wels,10.649862,12.85445,de
aanvraag,8,ag,aag,raag,aa,aan,aanv,10.099871,11.347595,de
criterium,9,um,ium,rium,cr,cri,crit,11.040171,10.568615,both
reclame,7,me,ame,lame,re,rec,recl,8.374274,11.920882,de
reclamevergunning,17,ng,ing,ning,re,rec,recl,8.379181,11.928159,de
weigering,9,ng,ing,ring,we,wei,weig,11.913537,8.841354,de
vitrinekast,11,st,ast,kast,vi,vit,vitr,12.896014,7.068745,de
reclame-uiting,14,ng,ing,ting,re,rec,recl,8.359797,11.902133,de
Welstandscommissie,18,ie,sie,ssie,we,wel,wels,10.649558,12.843176,de
hardheidsclausule,17,le,ule,sule,ha,har,hard,11.338391,10.030307,de
overgangsrecht,14,ht,cht,echt,ov,ove,over,9.365446,9.769988,het
inwerkingtreding,16,ng,ing,ding,in,inw,inwe,10.672934,10.279326,de
verzoek,7,ek,oek,zoek,ve,ver,verz,11.004195,11.191619,both
zitting,7,ng,ing,ting,zi,zit,zitt,9.729725,9.33231,de
afdeling,8,ng,ing,ling,af,afd,afde,10.079257,12.689968,de
procesrecht,11,ht,cht,echt,pr,pro,proc,11.0976925,11.902775,het
politie,7,ie,tie,itie,po,pol,poli,9.549065,15.809899,de
sportacademie,13,ie,mie,emie,sp,spo,spor,5.725793,10.300561,de
motto,5,to,tto,otto,mo,mot,mott,12.403704,10.966594,het
belangenbehartigers,19,rs,ers,gers,be,bel,bela,11.056423,11.261254,de
vecht,5,ht,cht,echt,ve,vec,vech,11.478738,12.9357395,de
LHBTvriendelijker,17,er,ker,jker,lh,lhb,lhbt,13.676688,8.929094,het
zorgsector,10,or,tor,ctor,zo,zor,zorg,7.9036765,5.9479647,de
wijze,5,ze,jze,ijze,wi,wij,wijz,11.410888,10.420868,de
overheid,8,id,eid,heid,ov,ove,over,10.519072,13.410605,de
bedrijfsleven,13,en,ven,even,be,bed,bedr,9.215517,12.651979,het
gedrang,7,ng,ang,rang,ge,ged,gedr,12.547493,8.279515,het
‘,1,‘,‘,‘,‘,‘,‘,12.715043,9.012895,het
tool,4,ol,ool,tool,to,too,tool,9.129351,10.086916,de
badkamer,8,er,mer,amer,ba,bad,badk,10.92961,3.3929925,both
slot,4,ot,lot,slot,sl,slo,slot,9.706337,7.846703,both
sfeer,5,er,eer,feer,sf,sfe,sfee,12.439475,9.482011,de
wastafel,8,el,fel,afel,wa,was,wast,10.911472,3.3642101,de
waterglas,9,as,las,glas,wa,wat,wate,10.222915,5.45978,het
glas,4,as,las,glas,gl,gla,glas,13.067859,11.011444,both
tandenborstel,13,el,tel,stel,ta,tan,tand,10.664284,5.584808,de
voorkant,8,nt,ant,kant,vo,voo,voor,10.528155,8.228904,de
meisje,6,je,sje,isje,me,mei,meis,13.90771,8.846294,both
achterkant,10,nt,ant,kant,ac,ach,acht,9.181436,8.719841,de
woord,5,rd,ord,oord,wo,woo,woor,12.7097845,11.179474,both
titel,5,el,tel,itel,ti,tit,tite,12.736694,10.7591715,both
hondenkoning,12,ng,ing,ning,ho,hon,hond,11.487402,5.414596,de
recensie,8,ie,sie,nsie,re,rec,rece,10.894279,11.101928,de
hondekoning,11,ng,ing,ning,ho,hon,hond,12.812209,7.0197043,de
type,4,pe,ype,type,ty,typ,type,11.034983,10.327577,both
lengte,6,te,gte,ngte,le,len,leng,10.127277,8.975971,de
diepgang,8,ng,ang,gang,di,die,diep,10.518331,8.086928,de
schip,5,ip,hip,chip,sc,sch,schi,13.361048,7.327228,both
verschil,8,il,hil,chil,ve,ver,vers,11.699875,9.822917,both
bouwjaar,8,ar,aar,jaar,bo,bou,bouw,14.561658,10.747256,het
snelheid,8,id,eid,heid,sn,sne,snel,9.499778,8.87599,de
sport,5,rt,ort,port,sp,spo,spor,5.6779084,10.250645,de
golfsport,9,rt,ort,port,go,gol,golf,5.7106,10.138561,de
uitslag,7,ag,lag,slag,ui,uit,uits,10.189245,10.095549,de
organisatie,11,ie,tie,atie,or,org,orga,10.130547,12.509324,de
verbond,7,nd,ond,bond,ve,ver,verb,11.6301775,9.018767,het
berekening,10,ng,ing,ning,be,ber,bere,10.504247,10.046393,de
standaard,9,rd,ard,aard,st,sta,stan,10.790962,10.244513,de
vaar­eigenschapap,17,ap,pap,apap,va,vaa,vaar,9.692737,12.36831,de
samenstelling,13,ng,ing,ling,sa,sam,same,10.889429,9.66307,de
vloot,5,ot,oot,loot,vl,vlo,vloo,10.265138,4.2846737,de
vorm,4,rm,orm,vorm,vo,vor,vorm,11.062105,9.833821,de
zeiltijd,8,jd,ijd,tijd,ze,zei,zeil,10.312265,4.093506,de
voor-,5,r-,or-,oor-,vo,voo,voor,11.738723,9.218643,het
referentieschip,15,ip,hip,chip,re,ref,refe,10.612738,10.913452,het
etappe,6,pe,ppe,appe,et,eta,etap,10.306905,9.2548895,de
bestuur,7,ur,uur,tuur,be,bes,best,10.370259,13.02114,both
wedstrijdleiding,16,ng,ing,ding,we,wed,weds,6.1631737,9.798801,de
race,4,ce,ace,race,ra,rac,race,6.2188573,9.62023,de
klassement,10,nt,ent,ment,kl,kla,klas,11.088923,9.937772,het
snelheidsverschill,18,ll,ill,hill,sn,sne,snel,9.522634,8.849332,de
kennis,6,is,nis,nnis,ke,ken,kenn,12.106695,13.398452,de
correctiefactor,15,or,tor,ctor,co,cor,corr,10.718156,9.936288,de
zeilrace,8,ce,ace,race,ze,zei,zeil,13.473775,6.489343,de
einduitslag,11,ag,lag,slag,ei,ein,eind,8.631706,12.79672,de
zwembad,7,ad,bad,mbad,zw,zwe,zwem,10.353176,3.0682263,both
openluchtzwembad,16,ad,bad,mbad,op,ope,open,9.148817,4.5489035,de
bubbelbaod,10,od,aod,baod,bu,bub,bubb,11.049999,6.4601617,de
wellnesscentrum,15,um,rum,trum,we,wel,well,7.8741255,6.063032,het
strand,6,nd,and,rand,st,str,stra,10.858666,7.2190275,both
ontbijt,7,jt,ijt,bijt,on,ont,ontb,12.286148,4.4386225,het
diner,5,er,ner,iner,di,din,dine,12.248667,4.2918687,both
kiezelstrand,12,nd,and,rand,ki,kie,kiez,12.875126,6.289946,het
centrum,7,um,rum,trum,ce,cen,cent,9.543263,7.973218,both
klant,5,nt,ant,lant,kl,kla,klan,8.932847,11.953708,both
ROI,3,oi,roi,roi,ro,roi,roi,13.226502,8.002372,de
droom,5,om,oom,room,dr,dro,droo,6.7116265,6.8053837,de
afmontage,9,ge,age,tage,af,afm,afmo,10.871539,9.255657,de
modelnummer,11,er,mer,mmer,mo,mod,mode,10.187976,10.314554,het
koelkastdeur,12,ur,eur,deur,ko,koe,koel,12.482634,4.236461,de
scharnieren,11,en,ren,eren,sc,sch,scha,11.78166,6.9380736,de
koelkast,8,st,ast,kast,ko,koe,koel,12.464354,4.252535,both
groentebak,10,ak,bak,ebak,gr,gro,groe,11.639016,4.9935637,de
afmeting,8,ng,ing,ting,af,afm,afme,11.196013,9.155803,de
deurdichting,12,ng,ing,ting,de,deu,deur,8.8171215,8.431414,de
compressor,10,or,sor,ssor,co,com,comp,10.7839365,7.0604997,de
thermostaat,11,at,aat,taat,th,the,ther,14.105587,2.8471816,de
behuizing,9,ng,ing,zing,be,beh,behu,15.061933,7.819434,de
lampje,6,je,pje,mpje,la,lam,lamp,9.994093,5.4954576,het
model,5,el,del,odel,mo,mod,mode,9.981071,10.384964,both
magneetschakelaar,17,ar,aar,laar,ma,mag,magn,10.002182,6.9581575,de
magneet,7,et,eet,neet,ma,mag,magn,10.008945,6.9476476,de
schakelaar,10,ar,aar,laar,sc,sch,scha,12.789997,6.6452084,de
product,7,ct,uct,duct,pr,pro,prod,8.403921,11.559587,both
nummer,6,er,mer,mmer,nu,num,numm,10.368109,10.204243,both
onderdeel,9,el,eel,deel,on,ond,onde,11.301804,9.184104,both
literatuurprijs,15,js,ijs,rijs,li,lit,lite,12.731164,12.442833,de
jury,4,ry,ury,jury,ju,jur,jury,11.350269,12.123566,de
uitbuiting,10,ng,ing,ting,ui,uit,uitb,11.306736,8.904279,de
psychologie,11,ie,gie,ogie,ps,psy,psyc,11.816168,10.487693,de
werk,4,rk,erk,werk,we,wer,werk,9.477123,13.890458,both
onderscheiding,14,ng,ing,ding,on,ond,onde,11.013389,9.9381075,de
grondslag,9,ag,lag,slag,gr,gro,gron,10.410099,9.357948,de
afgrond,7,nd,ond,rond,af,afg,afgr,10.97906,8.540928,de
bodem,5,em,dem,odem,bo,bod,bode,13.753674,6.06676,both
dreiging,8,ng,ing,ging,dr,dre,drei,11.128718,8.482371,de
kop,3,op,kop,kop,ko,kop,kop,12.231017,7.8394136,both
Gestalt-benadering,18,ng,ing,ring,ge,ges,gest,11.282795,8.404049,de
filosofie,9,ie,fie,ofie,fi,fil,filo,12.161539,10.42619,de
bestek,6,ek,tek,stek,be,bes,best,12.533191,6.76068,het
grondbegrip,11,ip,rip,grip,gr,gro,gron,9.357433,7.627256,de
Zijnden,7,en,den,nden,zi,zij,zijn,12.3377,8.283325,de
wereld,6,ld,eld,reld,we,wer,were,9.900183,9.659945,de
artikel,7,el,kel,ikel,ar,art,arti,12.290188,12.21544,both
redactie,8,ie,tie,ctie,re,red,reda,12.269199,12.122247,de
nietszeggendheid,16,id,eid,heid,ni,nie,niet,11.941028,9.876145,de
formulering,11,ng,ing,ring,fo,for,form,12.32347,10.936682,de
aanduiding,10,ng,ing,ding,aa,aan,aand,11.421793,10.325083,de
natuurkunde,11,de,nde,unde,na,nat,natu,9.85253,6.969332,de
wiskunde,8,de,nde,unde,wi,wis,wisk,10.488963,10.060557,de
getal,5,al,tal,etal,ge,get,geta,12.374571,8.203693,both
komma,5,ma,mma,omma,ko,kom,komm,12.536349,8.800596,de
benaming,8,ng,ing,ming,be,ben,bena,12.956766,9.870017,de
Zijns-begrip,12,ip,rip,grip,zi,zij,zijn,12.442384,8.729787,het
werkelijkheid,13,id,eid,heid,we,wer,werk,11.937796,10.426118,both
niet-bestaan,12,an,aan,taan,ni,nie,niet,12.32686,9.313549,het
grens,5,ns,ens,rens,gr,gre,gren,9.787715,7.832945,de
veld,4,ld,eld,veld,ve,vel,veld,10.134476,8.564083,both
grondstemming,13,ng,ing,ming,gr,gro,gron,11.693903,10.527688,de
buffer,6,er,fer,ffer,bu,buf,buff,10.516863,8.329597,de
dood,4,od,ood,dood,do,doo,dood,13.310852,10.416666,de
aanwezigheid,12,id,eid,heid,aa,aan,aanw,11.834845,9.29306,de
focussing-proces,16,es,ces,oces,fo,foc,focu,10.721293,9.731965,het
beschouwing,11,ng,ing,wing,be,bes,besc,11.508821,9.888888,de
werkwoord,9,rd,ord,oord,we,wer,werk,12.488725,11.051694,het
zinsnede,8,de,ede,nede,zi,zin,zins,11.277908,8.417602,de
taak,4,ak,aak,taak,ta,taa,taak,9.664772,13.229502,de
niet-definieerbare,18,re,are,bare,ni,nie,niet,11.999626,9.744122,het
aankoop,7,op,oop,koop,aa,aan,aank,8.358793,12.37814,de
markt,5,kt,rkt,arkt,ma,mar,mark,8.502503,12.393706,de
glastuinbouw,12,uw,ouw,bouw,gl,gla,glas,11.437235,4.8283596,de
kas,3,as,kas,kas,ka,kas,kas,12.796533,8.66653,both
ruimte,6,te,mte,imte,ru,rui,ruim,9.264978,6.2468257,de
buitenkant,10,nt,ant,kant,bu,bui,buit,9.23429,7.8100934,de
winter,6,er,ter,nter,wi,win,wint,3.3083723,7.3924847,de
woning,6,ng,ing,ning,wo,won,woni,7.2819877,7.5251765,de
optie,5,ie,tie,ptie,op,opt,opti,11.478006,14.195067,de
internet,8,et,net,rnet,in,int,inte,8.661719,10.491806,both
perkament,9,nt,ent,ment,pe,per,perk,12.587502,7.5863743,het
zuiden,6,en,den,iden,zu,zui,zuid,11.044587,4.0133677,het
plundering,10,ng,ing,ring,pl,plu,plun,11.56381,9.853614,de
vader,5,er,der,ader,va,vad,vade,6.8408976,5.1567,both
cartograaf,10,af,aaf,raaf,ca,car,cart,9.166353,7.2396083,de
derogatieverzoek,16,ek,oek,zoek,de,der,dero,11.150713,9.563013,both
implementatie,13,ie,tie,atie,im,imp,impl,10.119433,10.602251,de
zienswijze,10,ze,jze,ijze,zi,zie,zien,11.66141,9.701864,de
verduurzaming,13,ng,ing,ming,ve,ver,verd,11.598147,9.191873,de
investeringssubsidie,20,ie,die,idie,in,inv,inve,8.684366,13.492052,de
gasverbruik,11,ik,uik,ruik,ga,gas,gasv,8.253948,4.503748,het
aanschaf,8,af,haf,chaf,aa,aan,aans,11.212985,8.912469,de
subsidie,8,ie,die,idie,su,sub,subs,8.651714,13.580618,de
warmtepomp,10,mp,omp,pomp,wa,war,warm,14.115357,2.8670645,de
grondwater,10,er,ter,ater,gr,gro,gron,9.993265,3.5808024,het
vermogen,8,en,gen,ogen,ve,ver,verm,10.634772,10.516818,het
energieverbruik,15,ik,uik,ruik,en,ene,ener,4.0780106,11.104996,het
subsidiebedrag,14,ag,rag,drag,su,sub,subs,8.674381,13.531646,het
biomassaketel,13,el,tel,etel,bi,bio,biom,9.270519,6.029218,de
pelletkachel,12,el,hel,chel,pe,pel,pell,11.96154,6.585911,de
eigenaar,8,ar,aar,naar,ei,eig,eige,9.477433,12.36429,de
rente,5,te,nte,ente,re,ren,rent,8.229829,13.455783,de
minimumleenbedrag,17,ag,rag,drag,mi,min,mini,10.071777,9.486233,het
maximumbedrag,13,ag,rag,drag,ma,max,maxi,10.0961075,9.35351,het
zonnepanel,10,el,nel,anel,zo,zon,zonn,9.580527,5.183154,de
zomermaand,10,nd,and,aand,zo,zom,zome,4.9116316,7.0189686,de
VvE,3,ve,vve,vve,vv,vve,vve,13.769959,7.633148,de
project,7,ct,ect,ject,pr,pro,proj,8.965218,11.18484,both
regeling,8,ng,ing,ling,re,reg,rege,10.939556,10.403114,de
provincie,9,ie,cie,ncie,pr,pro,prov,10.4633045,13.238207,de
salderingsregeling,18,ng,ing,ling,sa,sal,sald,11.064942,8.791744,de
btw,3,tw,btw,btw,bt,btw,btw,12.946502,8.973146,de
kalenderjaar,12,ar,aar,jaar,ka,kal,kale,14.641875,10.790343,het
woningwaard,11,rd,ard,aard,wo,won,woni,7.2139897,7.5042753,de
isolatiematerial,16,al,ial,rial,is,iso,isol,10.158607,6.5718985,de
buurt,5,rt,urt,uurt,bu,buu,buur,8.987087,7.709271,de
energierekening,15,ng,ing,ning,en,ene,ener,3.9877563,11.191639,de
energiekost,11,st,ost,kost,en,ene,ener,3.9794254,11.199348,de
hosts,5,ts,sts,osts,ho,hos,host,13.1254425,11.636494,het
computer,8,er,ter,uter,co,com,comp,8.4235735,10.370841,de
forum,5,um,rum,orum,fo,for,foru,12.176333,12.107807,both
gsm,3,sm,gsm,gsm,gs,gsm,gsm,13.65721,7.5093107,de
batterij,8,ij,rij,erij,ba,bat,batt,4.2327185,10.974707,de
upgrade,7,de,ade,rade,up,upg,upgr,9.748122,10.098341,de
hulp,4,lp,ulp,hulp,hu,hul,hulp,10.553909,10.53157,de
lijmen,6,en,men,jmen,li,lij,lijm,12.927037,7.121647,het
accommodatie,12,ie,tie,atie,ac,acc,acco,7.6598454,7.545141,de
locatie,7,ie,tie,atie,lo,loc,loca,8.948678,7.7932625,de
woonkamer,9,er,mer,amer,wo,woo,woon,7.657577,7.2726793,de
aankomsttijd,12,jd,ijd,tijd,aa,aan,aank,15.003581,10.805614,de
verblijf,8,jf,ijf,lijf,ve,ver,verb,7.7027087,7.920076,het
check-in,8,in,-in,k-in,ch,che,chec,7.680374,10.983719,de
kamer,5,er,mer,amer,ka,kam,kame,13.869663,13.091257,de
gasther,7,er,her,ther,ga,gas,gast,8.269809,4.4977384,de
terras,6,as,ras,rras,te,ter,terr,9.114812,7.3787665,both
tante,5,te,nte,ante,ta,tan,tant,13.561864,8.510682,de
ster,4,er,ter,ster,st,ste,ster,11.093699,6.787459,de
ochtend,7,nd,end,tend,oc,och,ocht,15.70959,10.829495,de
advies,6,es,ies,vies,ad,adv,advi,10.205918,12.032282,both
Oristano-gebied,15,ed,ied,bied,or,ori,oris,12.471945,7.413971,het
dorp,4,rp,orp,dorp,do,dor,dorp,8.428058,7.420601,both
regio,5,io,gio,egio,re,reg,regi,9.149365,7.510255,de
attentie,8,ie,tie,ntie,at,att,atte,12.280807,7.9522176,de
beschrijving,12,ng,ing,ving,be,bes,besc,12.161536,10.782668,de
super,5,er,per,uper,su,sup,supe,12.881073,9.544119,both
bedd,4,dd,edd,bedd,be,bed,bedd,12.494721,7.485158,de
kruispunt,9,nt,unt,punt,kr,kru,krui,9.858977,7.9493623,het
behoefte,8,te,fte,efte,be,beh,beho,11.092264,10.85558,de
afstand,7,nd,and,tand,af,afs,afst,9.138569,8.326879,both
eiland,6,nd,and,land,ei,eil,eila,11.945393,6.4018803,both
inwoner,7,er,ner,oner,in,inw,inwo,7.7840734,7.7861843,de
achterland,10,nd,and,land,ac,ach,acht,9.716237,7.5724235,het
trap,4,ap,rap,trap,tr,tra,trap,10.579616,7.943376,de
stad,4,ad,tad,stad,st,sta,stad,8.048806,7.941819,both
coördinator,11,or,tor,ator,co,coö,coör,10.146883,12.815437,de
verhouding,10,ng,ing,ding,ve,ver,verh,11.289058,10.687119,de
gemeentehuis,12,is,uis,huis,ge,gem,geme,7.9955273,8.046727,both
Glazen,6,en,zen,azen,gl,gla,glaz,11.015326,6.5011187,de
plaatsnaambord,14,rd,ord,bord,pl,pla,plaa,8.981473,7.7017407,het
bord,4,rd,ord,bord,bo,bor,bord,11.115581,7.635814,both
luchtinlaat-,12,t-,at-,aat-,lu,luc,luch,8.840537,4.685154,het
dieselmotor,11,or,tor,otor,di,die,dies,6.0469356,8.616712,de
motor,5,or,tor,otor,mo,mot,moto,5.981864,8.70124,both
inlaatsysteem,13,em,eem,teem,in,inl,inla,9.29176,9.779946,het
klep,4,ep,lep,klep,kl,kle,klep,11.420753,7.6501827,de
uitlaatgasrecirculatiesysteem,29,em,eem,teem,ui,uit,uitl,8.350803,4.5342455,het
inlaatkleppen,13,en,pen,ppen,in,inl,inla,10.59458,6.235997,de
cilinderkop,11,op,kop,rkop,ci,cil,cili,10.510251,7.4908,de
luchttoevoer,12,er,oer,voer,lu,luc,luch,9.01836,4.6287794,de
motorvermogen,13,en,gen,ogen,mo,mot,moto,5.875551,8.719421,het
acceleratie,11,ie,tie,atie,ac,acc,acce,9.692221,8.719199,de
hoeveelheid,11,id,eid,heid,ho,hoe,hoev,10.572666,9.7131,de
uitlaat,7,at,aat,laat,ui,uit,uitl,11.375299,9.012549,de
motortoerental,14,al,tal,ntal,mo,mot,moto,5.8577456,8.70241,het
verandering,11,ng,ing,ring,ve,ver,vera,9.3115835,9.8605585,de
herstel,7,el,tel,stel,he,her,hers,9.216758,9.125759,het
noorden,7,en,den,rden,no,noo,noor,12.746719,7.780941,het
stand,5,nd,and,tand,st,sta,stan,10.955238,8.645321,both
dag,3,ag,dag,dag,da,dag,dag,6.0269675,7.092446,both
kind,4,nd,ind,kind,ki,kin,kind,12.534243,9.519822,both
lichtpunt,9,nt,unt,punt,li,lic,lich,9.958431,5.488458,de
agent,5,nt,ent,gent,ag,age,agen,10.0557995,12.6193,de
jaarwisseling,13,ng,ing,ling,ja,jaa,jaar,14.578213,10.778082,de
bus,3,us,bus,bus,bu,bus,bus,7.251784,8.70372,both
recherche,9,he,che,rche,re,rec,rech,7.63093,11.416654,de
teddybeer,9,er,eer,beer,te,ted,tedd,7.2370067,9.924225,de
queeste,7,te,ste,este,qu,que,quee,12.074103,6.2169642,de
boosdoener,10,er,ner,ener,bo,boo,boos,12.773479,8.610427,de
waanzin,7,in,zin,nzin,wa,waa,waan,12.469912,9.042984,de
bedrijf,7,jf,ijf,rijf,be,bed,bedr,9.329672,12.561682,both
reden,5,en,den,eden,re,red,rede,11.438736,10.3303,de
